date;open;max;min;close
03.10.2018;118570;118630;118560;118630
03.10.2018;118630;118730;118630;118660
03.10.2018;118680;118790;118670;118780
03.10.2018;118780;118780;118710;118750
03.10.2018;118750;118750;118700;118710
03.10.2018;118700;118780;118690;118770
03.10.2018;118780;118850;118780;118830
03.10.2018;118830;118840;118800;118820
03.10.2018;118830;118830;118750;118750
03.10.2018;118750;118830;118750;118830
03.10.2018;118820;118830;118780;118800
03.10.2018;118800;118800;118760;118760
03.10.2018;118760;118830;118760;118820
03.10.2018;118820;118820;118790;118810
03.10.2018;118820;118850;118750;118770
03.10.2018;118780;118790;118710;118750
03.10.2018;118740;118740;118680;118690
03.10.2018;118690;118730;118690;118700
03.10.2018;118710;118710;118610;118650
03.10.2018;118660;118680;118630;118650
03.10.2018;118660;118660;118610;118640
03.10.2018;118660;118670;118550;118620
03.10.2018;118610;118640;118590;118590
03.10.2018;118610;118650;118600;118640
03.10.2018;118640;118650;118610;118640
03.10.2018;118640;118720;118610;118710
03.10.2018;118710;118760;118690;118720
03.10.2018;118710;118800;118710;118770
03.10.2018;118780;118820;118750;118820
03.10.2018;118820;118870;118790;118860
03.10.2018;118860;118860;118820;118840
03.10.2018;118830;118860;118790;118840
03.10.2018;118840;118860;118800;118850
03.10.2018;118860;118900;118850;118870
03.10.2018;118890;118920;118870;118920
03.10.2018;118930;118970;118920;118960
03.10.2018;118960;118980;118870;118880
03.10.2018;118900;118920;118870;118890
03.10.2018;118920;118920;118850;118860
03.10.2018;118850;118860;118820;118840
03.10.2018;118840;118850;118820;118830
03.10.2018;118850;118890;118820;118880
03.10.2018;118890;118920;118870;118920
03.10.2018;118920;118950;118900;118940
03.10.2018;118940;118940;118910;118930
03.10.2018;118930;118940;118920;118920
03.10.2018;118910;118920;118850;118880
03.10.2018;118870;118950;118870;118950
03.10.2018;118950;118970;118890;118900
03.10.2018;118890;118900;118850;118880
03.10.2018;118900;118900;118870;118890
03.10.2018;118900;118930;118890;118910
03.10.2018;118900;118900;118860;118890
03.10.2018;118880;118880;118820;118850
03.10.2018;118850;118890;118850;118880
03.10.2018;118890;118890;118840;118870
03.10.2018;118880;118900;118830;118870
03.10.2018;118870;118870;118780;118790
03.10.2018;118790;118820;118740;118760
03.10.2018;118760;118770;118730;118730
03.10.2018;118730;118770;118720;118720
03.10.2018;118740;118770;118720;118730
03.10.2018;118730;118760;118710;118760
03.10.2018;118750;118780;118750;118770
03.10.2018;118770;118780;118720;118740
03.10.2018;118760;118790;118700;118770
03.10.2018;118780;118780;118770;118780
03.10.2018;118770;118780;118760;118760
03.10.2018;118750;118810;118720;118740
03.10.2018;118740;118780;118740;118760
03.10.2018;118760;118780;118740;118770
03.10.2018;118760;118770;118720;118720
03.10.2018;118720;118780;118720;118780
03.10.2018;118780;118790;118740;118750
03.10.2018;118760;118770;118740;118760
03.10.2018;118760;118760;118700;118720
03.10.2018;118710;118720;118630;118650
03.10.2018;118650;118700;118630;118670
03.10.2018;118680;118740;118670;118680
03.10.2018;118680;118720;118650;118720
03.10.2018;118720;118730;118680;118690
03.10.2018;118680;118680;118660;118680
03.10.2018;118680;118690;118650;118660
03.10.2018;118650;118660;118610;118650
03.10.2018;118640;118660;118620;118620
03.10.2018;118630;118640;118620;118630
03.10.2018;118620;118630;118590;118590
03.10.2018;118590;118600;118470;118530
03.10.2018;118540;118580;118520;118520
03.10.2018;118550;118550;118500;118500
03.10.2018;118490;118550;118480;118500
03.10.2018;118520;118520;118340;118340
03.10.2018;118340;118370;118280;118310
03.10.2018;118300;118380;118280;118350
03.10.2018;118360;118380;118330;118370
03.10.2018;118350;118380;118320;118380
03.10.2018;118350;118350;118300;118330
03.10.2018;118340;118360;118300;118340
03.10.2018;118350;118350;118290;118290
03.10.2018;118300;118370;118290;118370
03.10.2018;118370;118390;118350;118390
03.10.2018;118390;118390;118330;118330
03.10.2018;118320;118340;118300;118310
03.10.2018;118300;118380;118290;118380
03.10.2018;118380;118390;118300;118300
03.10.2018;118320;118330;118300;118320
03.10.2018;118320;118350;118300;118310
03.10.2018;118310;118340;118150;118200
03.10.2018;118200;118220;118140;118150
03.10.2018;118150;118180;117850;117920
03.10.2018;117920;117940;117880;117910
03.10.2018;117910;117980;117860;117980
03.10.2018;117960;118070;117960;118050
03.10.2018;118060;118120;118020;118080
03.10.2018;118080;118090;117870;117920
03.10.2018;117920;117970;117890;117910
03.10.2018;117910;118000;117890;117920
03.10.2018;117920;117940;117650;117700
03.10.2018;117700;117810;117680;117800
03.10.2018;117790;117880;117770;117880
03.10.2018;117880;117890;117820;117830
03.10.2018;117830;117960;117830;117940
03.10.2018;117930;117940;117900;117910
03.10.2018;117900;117960;117900;117930
03.10.2018;117930;117950;117800;117840
03.10.2018;117840;117880;117800;117810
03.10.2018;117820;117820;117730;117780
03.10.2018;117800;117800;117630;117680
03.10.2018;117690;117740;117660;117680
03.10.2018;117670;117780;117640;117780
03.10.2018;117770;117790;117760;117770
03.10.2018;117760;117770;117700;117710
03.10.2018;117730;117780;117730;117770
03.10.2018;117760;117770;117700;117700
03.10.2018;117710;117770;117700;117750
03.10.2018;117770;117770;117680;117740
03.10.2018;117730;117750;117690;117710
03.10.2018;117710;117720;117680;117700
03.10.2018;117700;117750;117680;117740
03.10.2018;117750;117770;117730;117760
03.10.2018;117750;117760;117700;117710
03.10.2018;117700;117730;117680;117710
03.10.2018;117730;117740;117680;117680
03.10.2018;117670;117670;117580;117590
03.10.2018;117590;117590;117540;117560
03.10.2018;117560;117620;117540;117590
03.10.2018;117590;117670;117590;117640
03.10.2018;117640;117720;117640;117710
03.10.2018;117720;117720;117670;117720
03.10.2018;117720;117720;117680;117700
03.10.2018;117690;117700;117660;117690
03.10.2018;117690;117710;117650;117700
03.10.2018;117710;117790;117700;117770
03.10.2018;117770;117770;117730;117750
03.10.2018;117750;117780;117750;117750
03.10.2018;117750;117750;117680;117680
03.10.2018;117690;117730;117680;117700
03.10.2018;117690;117700;117670;117680
03.10.2018;117670;117690;117630;117680
03.10.2018;117670;117680;117640;117650
03.10.2018;117670;117710;117670;117710
03.10.2018;117700;117730;117680;117730
03.10.2018;117730;117740;117710;117730
03.10.2018;117720;117760;117710;117720
03.10.2018;117720;117720;117690;117690
03.10.2018;117690;117710;117670;117710
03.10.2018;117710;117770;117710;117730
03.10.2018;117740;117750;117710;117740
03.10.2018;117750;117770;117710;117730
03.10.2018;117750;117770;117730;117740
03.10.2018;117750;117790;117750;117780
03.10.2018;117790;117830;117780;117800
03.10.2018;117790;117820;117760;117790
03.10.2018;117800;117830;117760;117760
03.10.2018;117770;117780;117700;117730
03.10.2018;117740;117750;117710;117720
03.10.2018;117720;117720;117660;117700
03.10.2018;117710;117710;117670;117690
03.10.2018;117670;117670;117650;117650
03.10.2018;117650;117670;117650;117660
03.10.2018;117670;117690;117650;117680
03.10.2018;117690;117750;117680;117730
03.10.2018;117730;117750;117720;117740
03.10.2018;117740;117800;117740;117790
03.10.2018;117780;117810;117770;117770
03.10.2018;117770;117780;117760;117760
03.10.2018;117770;117770;117740;117750
03.10.2018;117760;117780;117740;117750
03.10.2018;117760;117810;117730;117800
03.10.2018;117800;117920;117800;117900
03.10.2018;117900;117900;117860;117880
03.10.2018;117870;117950;117850;117920
03.10.2018;117930;117940;117900;117900
03.10.2018;117900;117900;117860;117860
03.10.2018;117860;117900;117860;117900
03.10.2018;117900;117910;117890;117910
03.10.2018;117900;117920;117890;117900
03.10.2018;117910;117910;117870;117870
03.10.2018;117860;117890;117860;117890
03.10.2018;117880;117890;117860;117870
03.10.2018;117870;117870;117830;117830
03.10.2018;117830;117860;117830;117850
03.10.2018;117850;117860;117850;117850
03.10.2018;117850;117850;117820;117830
03.10.2018;117840;117840;117800;117810
03.10.2018;117800;117830;117790;117810
03.10.2018;117820;117850;117810;117840
03.10.2018;117860;117900;117850;117880
03.10.2018;117880;117890;117850;117850
03.10.2018;117860;117860;117840;117840
03.10.2018;117850;117870;117840;117850
03.10.2018;117860;117870;117860;117870
03.10.2018;117870;117870;117850;117860
03.10.2018;117850;117850;117810;117810
03.10.2018;117810;117850;117810;117850
03.10.2018;117840;117850;117820;117850
03.10.2018;117840;117840;117820;117820
03.10.2018;117830;117850;117820;117840
03.10.2018;117840;117850;117830;117830
03.10.2018;117830;117850;117820;117850
03.10.2018;117830;117850;117820;117830
03.10.2018;117830;117840;117820;117830
03.10.2018;117820;117850;117820;117840
03.10.2018;117840;117880;117840;117850
03.10.2018;117860;117960;117860;117940
03.10.2018;117950;117960;117900;117910
07.11.2018;114650;114880;114300;114390
07.11.2018;114380;114400;114230;114310
07.11.2018;114310;114380;114290;114330
07.11.2018;114330;114340;114190;114210
07.11.2018;114200;114330;114120;114330
07.11.2018;114330;114340;114200;114220
07.11.2018;114220;114280;114180;114210
07.11.2018;114200;114230;114120;114180
07.11.2018;114200;114260;114160;114230
07.11.2018;114230;114230;114170;114180
07.11.2018;114170;114200;114130;114180
07.11.2018;114180;114270;114140;114260
07.11.2018;114260;114260;114200;114240
07.11.2018;114230;114230;114130;114150
07.11.2018;114150;114160;114070;114120
07.11.2018;114110;114180;114090;114170
07.11.2018;114160;114250;114150;114200
07.11.2018;114200;114240;114150;114180
07.11.2018;114170;114200;114140;114170
07.11.2018;114170;114180;114130;114150
07.11.2018;114140;114190;114140;114160
07.11.2018;114170;114170;114120;114160
07.11.2018;114160;114170;114130;114160
07.11.2018;114160;114180;114120;114180
07.11.2018;114180;114190;114160;114170
07.11.2018;114170;114170;113960;114010
07.11.2018;114010;114050;113980;114010
07.11.2018;114010;114050;113990;114010
07.11.2018;113990;113990;113920;113980
07.11.2018;113990;113990;113930;113930
07.11.2018;113930;113940;113790;113810
07.11.2018;113810;113920;113800;113910
07.11.2018;113910;113920;113880;113910
07.11.2018;113900;113940;113880;113940
07.11.2018;113940;113980;113930;113980
07.11.2018;113970;113980;113880;113880
07.11.2018;113880;113890;113840;113870
07.11.2018;113890;113890;113830;113840
07.11.2018;113840;113850;113810;113830
07.11.2018;113820;113840;113770;113830
07.11.2018;113830;113830;113720;113740
07.11.2018;113740;113770;113720;113760
07.11.2018;113750;113750;113720;113730
07.11.2018;113730;113770;113680;113760
07.11.2018;113760;113780;113680;113700
07.11.2018;113680;113760;113640;113730
07.11.2018;113730;113770;113720;113730
07.11.2018;113730;113790;113730;113750
07.11.2018;113750;113870;113740;113840
07.11.2018;113840;113850;113800;113840
07.11.2018;113830;113870;113820;113830
07.11.2018;113850;113900;113850;113890
07.11.2018;113880;113910;113870;113900
07.11.2018;113910;113930;113900;113920
07.11.2018;113930;113930;113900;113910
07.11.2018;113910;113930;113880;113910
07.11.2018;113930;113960;113910;113950
07.11.2018;113940;113950;113910;113920
07.11.2018;113920;113920;113850;113870
07.11.2018;113880;113890;113820;113840
07.11.2018;113840;114040;113830;114010
07.11.2018;114020;114110;114010;114080
07.11.2018;114090;114130;114070;114110
07.11.2018;114120;114140;114090;114120
07.11.2018;114120;114130;114060;114060
07.11.2018;114070;114090;114020;114080
07.11.2018;114080;114090;113980;113990
07.11.2018;114000;114100;113970;114090
07.11.2018;114090;114130;114080;114100
07.11.2018;114100;114110;114020;114080
07.11.2018;114070;114070;114010;114010
07.11.2018;114030;114080;114020;114080
07.11.2018;114070;114140;114070;114120
07.11.2018;114120;114180;114120;114150
07.11.2018;114150;114210;114150;114210
07.11.2018;114200;114210;114120;114120
07.11.2018;114130;114160;114100;114140
07.11.2018;114140;114240;114140;114240
07.11.2018;114240;114290;114200;114220
07.11.2018;114220;114260;114190;114210
07.11.2018;114220;114290;114200;114280
07.11.2018;114270;114370;114270;114320
07.11.2018;114320;114330;114260;114300
07.11.2018;114300;114310;114230;114240
07.11.2018;114240;114260;114210;114220
07.11.2018;114220;114230;114180;114200
07.11.2018;114200;114210;114090;114100
07.11.2018;114110;114150;114040;114100
07.11.2018;114090;114130;114070;114090
07.11.2018;114090;114170;114070;114160
07.11.2018;114160;114170;114100;114120
07.11.2018;114130;114180;114120;114160
07.11.2018;114160;114260;114160;114240
07.11.2018;114240;114290;114220;114250
07.11.2018;114240;114360;114220;114330
07.11.2018;114330;114350;114270;114280
07.11.2018;114280;114300;114250;114270
07.11.2018;114250;114310;114230;114270
07.11.2018;114280;114310;114270;114300
07.11.2018;114300;114320;114270;114290
07.11.2018;114280;114320;114260;114300
07.11.2018;114300;114390;114230;114380
07.11.2018;114370;114470;114370;114450
07.11.2018;114430;114480;114420;114440
07.11.2018;114430;114520;114420;114490
07.11.2018;114480;114540;114440;114500
07.11.2018;114500;114540;114470;114480
07.11.2018;114490;114500;114450;114450
07.11.2018;114480;114610;114480;114590
07.11.2018;114580;114620;114540;114570
07.11.2018;114590;114670;114550;114630
07.11.2018;114630;114670;114560;114570
07.11.2018;114580;114630;114560;114630
07.11.2018;114620;114690;114610;114660
07.11.2018;114670;114740;114670;114740
07.11.2018;114740;114820;114730;114730
07.11.2018;114730;114780;114680;114710
07.11.2018;114710;114740;114680;114690
07.11.2018;114690;114730;114680;114720
07.11.2018;114710;114730;114660;114680
07.11.2018;114680;114720;114670;114690
07.11.2018;114690;114720;114650;114650
07.11.2018;114650;114700;114630;114690
07.11.2018;114700;114770;114690;114720
07.11.2018;114720;114920;114710;114850
07.11.2018;114850;114860;114770;114830
07.11.2018;114830;114900;114820;114900
07.11.2018;114880;115050;114870;115010
07.11.2018;115000;115210;115000;115160
07.11.2018;115160;115240;115150;115200
07.11.2018;115200;115230;115100;115110
07.11.2018;115110;115140;115020;115040
07.11.2018;115040;115060;114990;115020
07.11.2018;115020;115070;114990;115050
07.11.2018;115050;115190;115050;115190
07.11.2018;115180;115220;115130;115200
07.11.2018;115210;115310;115210;115290
07.11.2018;115290;115300;115210;115230
07.11.2018;115220;115260;115180;115190
07.11.2018;115180;115220;115170;115190
07.11.2018;115200;115240;115160;115180
07.11.2018;115190;115200;115130;115160
07.11.2018;115160;115180;115130;115140
07.11.2018;115140;115210;115130;115190
07.11.2018;115190;115250;115170;115190
07.11.2018;115190;115190;115140;115160
07.11.2018;115170;115170;115090;115100
07.11.2018;115100;115130;115100;115130
07.11.2018;115130;115250;115120;115250
07.11.2018;115250;115350;115220;115310
07.11.2018;115310;115390;115280;115390
07.11.2018;115380;115460;115370;115380
07.11.2018;115390;115490;115380;115460
07.11.2018;115470;115700;115470;115570
07.11.2018;115590;115660;115550;115580
07.11.2018;115580;115620;115540;115560
07.11.2018;115560;115630;115560;115580
07.11.2018;115590;115610;115530;115530
07.11.2018;115540;115590;115530;115560
07.11.2018;115550;115570;115510;115530
07.11.2018;115540;115580;115530;115550
07.11.2018;115550;115570;115520;115550
07.11.2018;115550;115610;115540;115580
07.11.2018;115580;115590;115550;115570
07.11.2018;115560;115570;115530;115550
07.11.2018;115550;115580;115520;115540
07.11.2018;115550;115550;115460;115490
07.11.2018;115480;115510;115480;115500
07.11.2018;115510;115610;115510;115600
07.11.2018;115590;115690;115590;115620
07.11.2018;115620;115770;115620;115760
07.11.2018;115760;115810;115710;115750
07.11.2018;115750;115750;115690;115720
07.11.2018;115710;115720;115660;115680
07.11.2018;115680;115710;115640;115670
07.11.2018;115670;115750;115670;115740
07.11.2018;115740;115800;115710;115780
07.11.2018;115780;115830;115760;115820
07.11.2018;115820;115970;115820;115920
07.11.2018;115910;116150;115910;116060
07.11.2018;116070;116100;115990;116020
07.11.2018;116020;116030;115970;115980
07.11.2018;115980;116000;115920;115960
07.11.2018;115960;116000;115910;115950
07.11.2018;115940;115950;115890;115930
07.11.2018;115920;115990;115920;115940
07.11.2018;115930;116000;115920;115990
07.11.2018;115990;115990;115900;115910
07.11.2018;115910;115980;115900;115980
07.11.2018;115980;116020;115930;115980
07.11.2018;115990;116080;115980;116000
07.11.2018;115990;116000;115950;115960
07.11.2018;115970;116000;115930;115930
07.11.2018;115930;116060;115930;116050
07.11.2018;116060;116070;115970;116050
07.11.2018;116050;116250;116040;116120
07.11.2018;116140;116210;116080;116080
07.11.2018;116100;116160;116080;116120
07.11.2018;116120;116150;116090;116110
07.11.2018;116110;116160;116080;116080
07.11.2018;116090;116100;116050;116050
07.11.2018;116050;116140;116040;116120
07.11.2018;116120;116130;116030;116060
07.11.2018;116060;116120;116030;116050
07.11.2018;116040;116090;116000;116080
07.11.2018;116090;116110;116060;116070
07.11.2018;116060;116080;115980;115980
07.11.2018;115990;116000;115920;115920
07.11.2018;115930;116000;115920;115980
07.11.2018;115970;116010;115940;115990
07.11.2018;115990;116010;115960;115970
07.11.2018;115990;116010;115970;115990
07.11.2018;115990;116060;115980;116030
07.11.2018;116020;116060;115980;115990
07.11.2018;116000;116010;115930;115940
07.11.2018;115930;116030;115930;116010
07.11.2018;116010;116020;115990;116000
07.11.2018;116020;116090;116010;116080
07.11.2018;116080;116080;116000;116000
07.11.2018;116000;116090;115990;116070
07.11.2018;116070;116140;116070;116130
07.11.2018;116120;116150;116100;116120
07.11.2018;116130;116220;116130;116170
07.11.2018;116170;116220;116100;116100
07.11.2018;116100;116160;116100;116160
07.11.2018;116170;116190;116100;116110
07.11.2018;116120;116170;116110;116110
07.11.2018;116120;116130;116020;116060
07.11.2018;116070;116120;116060;116100
07.11.2018;116110;116180;116090;116150
07.11.2018;116150;116180;116140;116140
07.11.2018;116150;116170;116090;116090
07.11.2018;116090;116120;116060;116110
07.11.2018;116110;116160;116100;116130
07.11.2018;116130;116160;116090;116100
07.11.2018;116110;116130;116090;116110
07.11.2018;116100;116130;116100;116110
07.11.2018;116110;116160;116100;116110
07.11.2018;116110;116160;116090;116120
07.11.2018;116110;116180;116110;116160
07.11.2018;116150;116150;115960;116080
07.11.2018;116090;116320;116070;116230
07.11.2018;116220;116250;116190;116200
07.11.2018;116200;116220;116130;116150
07.11.2018;116150;116190;116120;116160
07.11.2018;116160;116190;116060;116080
07.11.2018;116060;116080;116010;116060
07.11.2018;116070;116090;116040;116090
07.11.2018;116090;116130;115990;116010
07.11.2018;116010;116070;116000;116040
07.11.2018;116040;116070;116020;116030
07.11.2018;116040;116070;116020;116030
07.11.2018;116030;116070;116010;116020
07.11.2018;116030;116040;115970;115990
07.11.2018;115990;116080;115960;116020
07.11.2018;116030;116040;116000;116040
07.11.2018;116040;116070;116020;116050
07.11.2018;116040;116040;116010;116020
07.11.2018;116020;116040;116020;116020
07.11.2018;116020;116060;116000;116040
07.11.2018;116040;116050;116000;116020
07.11.2018;116030;116040;115990;116000
07.11.2018;116000;116030;115980;116020
07.11.2018;116020;116050;116000;116040
07.11.2018;116030;116080;116030;116070
07.11.2018;116060;116080;116040;116070
07.11.2018;116070;116070;116040;116040
07.11.2018;116060;116060;116030;116040
07.11.2018;116050;116090;116050;116070
07.11.2018;116070;116120;116070;116090
07.11.2018;116080;116080;116000;116000
07.11.2018;116000;116000;115950;115990
07.11.2018;115990;116060;115990;116060
07.11.2018;116060;116060;116010;116040
07.11.2018;116040;116090;116030;116030
07.11.2018;116030;116070;116010;116060
07.11.2018;116060;116090;116050;116060
07.11.2018;116070;116090;116070;116090
07.11.2018;116090;116140;116040;116040
07.11.2018;116060;116120;116060;116100
07.11.2018;116110;116150;116080;116130
07.11.2018;116130;116170;116120;116130
07.11.2018;116140;116150;116060;116080
07.11.2018;116080;116080;116030;116060
07.11.2018;116060;116090;116040;116050
07.11.2018;116060;116070;116030;116030
07.11.2018;116040;116040;115970;115980
07.11.2018;115970;115990;115900;115940
07.11.2018;115940;116010;115930;115990
07.11.2018;115990;115990;115970;115980
07.11.2018;115970;115980;115920;115960
07.11.2018;115960;116020;115950;116020
07.11.2018;116010;116010;115980;116000
07.11.2018;116000;116010;115940;115950
07.11.2018;115950;115960;115910;115930
07.11.2018;115930;115980;115900;115970
07.11.2018;115970;116020;115970;116010
07.11.2018;116010;116030;115970;116000
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116030;115980;115980
07.11.2018;115990;116010;115980;116000
07.11.2018;116000;116010;115970;116010
07.11.2018;116020;116020;115980;115990
07.11.2018;115990;116000;115940;115950
07.11.2018;115950;116060;115950;116050
07.11.2018;116050;116110;116040;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116040;116060;116040;116060
07.11.2018;116070;116080;116020;116050
07.11.2018;116050;116070;116040;116050
07.11.2018;116050;116090;116040;116080
07.11.2018;116090;116090;116050;116060
07.11.2018;116070;116070;116050;116060
07.11.2018;116070;116080;116050;116080
07.11.2018;116070;116080;116030;116050
07.11.2018;116060;116070;116030;116030
07.11.2018;116030;116060;115980;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116030;116070;116030;116050
07.11.2018;116060;116100;116020;116030
07.11.2018;116030;116030;116010;116020
07.11.2018;116010;116030;115990;116010
07.11.2018;116000;116020;115990;116020
07.11.2018;116010;116040;116010;116010
07.11.2018;116020;116020;115960;115990
07.11.2018;115990;116010;115960;115990
07.11.2018;115980;116000;115920;115930
07.11.2018;115940;115980;115920;115970
07.11.2018;115960;115960;115900;115900
07.11.2018;115900;115960;115850;115940
07.11.2018;115940;115960;115920;115950
07.11.2018;115940;115990;115900;115940
07.11.2018;115940;115950;115850;115870
07.11.2018;115870;115900;115810;115860
07.11.2018;115850;115880;115800;115800
07.11.2018;115800;115840;115730;115740
07.11.2018;115740;115760;115740;115760
07.11.2018;115750;115780;115740;115750
07.11.2018;115750;115760;115700;115730
07.11.2018;115740;115740;115700;115730
07.11.2018;115730;115760;115720;115720
07.11.2018;115720;115720;115610;115660
07.11.2018;115640;115650;115570;115610
07.11.2018;115600;115660;115590;115630
07.11.2018;115640;115650;115600;115620
07.11.2018;115600;115630;115550;115620
07.11.2018;115630;115630;115560;115600
07.11.2018;115600;115600;115520;115560
07.11.2018;115560;115570;115520;115550
07.11.2018;115550;115550;115520;115530
07.11.2018;115520;115610;115490;115590
07.11.2018;115600;115620;115580;115600
07.11.2018;115600;115650;115580;115630
07.11.2018;115640;115650;115600;115640
07.11.2018;115640;115660;115600;115620
07.11.2018;115630;115640;115580;115610
07.11.2018;115610;115730;115600;115720
07.11.2018;115720;115800;115710;115770
07.11.2018;115790;115800;115740;115790
07.11.2018;115790;115800;115730;115750
07.11.2018;115750;115770;115710;115730
07.11.2018;115720;115770;115720;115760
07.11.2018;115760;115900;115760;115830
07.11.2018;115830;115830;115770;115790
07.11.2018;115780;115830;115770;115810
07.11.2018;115820;115840;115800;115800
07.11.2018;115800;115810;115720;115730
07.11.2018;115720;115780;115720;115770
07.11.2018;115770;115770;115740;115750
07.11.2018;115760;115770;115740;115760
07.11.2018;115760;115760;115700;115700
07.11.2018;115700;115730;115660;115720
07.11.2018;115720;115770;115690;115750
07.11.2018;115750;115770;115710;115750
07.11.2018;115740;115800;115730;115770
07.11.2018;115780;115800;115760;115780
07.11.2018;115780;115800;115770;115790
07.11.2018;115790;115850;115780;115790
07.11.2018;115800;115810;115780;115800
07.11.2018;115790;115790;115750;115760
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115780;115730;115770
07.11.2018;115770;115800;115740;115760
07.11.2018;115760;115760;115710;115720
07.11.2018;115730;115790;115720;115740
07.11.2018;115730;115770;115730;115760
07.11.2018;115750;115760;115720;115750
07.11.2018;115750;115760;115740;115750
07.11.2018;115760;115780;115740;115780
07.11.2018;115770;115790;115770;115770
07.11.2018;115770;115860;115760;115840
07.11.2018;115830;115870;115780;115800
07.11.2018;115800;115820;115790;115790
07.11.2018;115790;115800;115750;115770
07.11.2018;115770;115780;115730;115730
07.11.2018;115740;115750;115700;115710
07.11.2018;115720;115770;115720;115750
07.11.2018;115760;115780;115750;115770
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115750;115670;115670
07.11.2018;115670;115710;115660;115660
07.11.2018;115670;115750;115650;115740
07.11.2018;115740;115750;115680;115700
07.11.2018;115680;115680;115600;115660
07.11.2018;115660;115720;115630;115690
07.11.2018;115700;115710;115670;115670
07.11.2018;115690;115700;115670;115700
07.11.2018;115690;115700;115650;115650
07.11.2018;115640;115750;115640;115700
07.11.2018;115710;115790;115700;115770
07.11.2018;115760;115780;115730;115780
07.11.2018;115780;115790;115730;115730
07.11.2018;115730;115730;115660;115660
07.11.2018;115660;115690;115620;115630
07.11.2018;115630;115660;115590;115590
07.11.2018;115590;115600;115520;115540
07.11.2018;115540;115600;115530;115560
07.11.2018;115560;115560;115510;115540
07.11.2018;115530;115610;115520;115610
07.11.2018;115610;115680;115580;115670
07.11.2018;115670;115690;115640;115690
07.11.2018;115670;115690;115660;115660
07.11.2018;115660;115710;115650;115700
07.11.2018;115700;115700;115650;115650
07.11.2018;115650;115700;115630;115700
07.11.2018;115700;115780;115690;115750
07.11.2018;115760;115780;115690;115700
07.11.2018;115700;115700;115640;115680
07.11.2018;115680;115700;115670;115690
07.11.2018;115690;115710;115660;115690
07.11.2018;115680;115730;115640;115720
07.11.2018;115710;115710;115670;115670
07.11.2018;115670;115710;115660;115670
07.11.2018;115680;115740;115670;115710
07.11.2018;115720;115740;115710;115710
07.11.2018;115710;115770;115710;115750
07.11.2018;115760;115770;115710;115730
07.11.2018;115740;115780;115730;115760
07.11.2018;115750;115800;115750;115800
07.11.2018;115800;115820;115760;115760
07.11.2018;115780;115840;115760;115830
07.11.2018;115830;115930;115820;115860
07.11.2018;115870;115950;115860;115920
07.11.2018;115920;115940;115900;115930
07.11.2018;115930;115960;115890;115910
07.11.2018;115910;116010;115910;115970
07.11.2018;115980;116050;115970;116050
07.11.2018;116030;116050;115930;115960
07.11.2018;115970;116040;115960;116030
07.11.2018;116040;116170;116020;116130
07.11.2018;116150;116230;116130;116180
07.11.2018;116170;116180;116070;116070
07.11.2018;116080;116160;116080;116130
07.11.2018;116130;116170;116120;116140
07.11.2018;116160;116170;116110;116130
07.11.2018;116130;116140;116070;116100
07.11.2018;116090;116170;116080;116150
07.11.2018;116150;116180;116120;116150
07.11.2018;116140;116140;116070;116100
07.11.2018;116100;116150;116090;116110
07.11.2018;116130;116200;116120;116180
07.11.2018;116180;116190;116100;116100
07.11.2018;116120;116120;116050;116050
07.11.2018;116050;116080;115980;115990
07.11.2018;115990;116050;115980;116030
07.11.2018;116020;116040;115970;116000
07.11.2018;116000;116020;115980;115990
07.11.2018;115990;116000;115880;115930
07.11.2018;115920;115970;115880;115890
07.11.2018;115890;115890;115820;115850
07.11.2018;115860;115890;115840;115880
07.11.2018;115880;115930;115870;115920
07.11.2018;115920;115950;115910;115930
07.11.2018;115930;115940;115880;115930
07.11.2018;115940;115950;115850;115870
07.11.2018;115860;115970;115850;115970
07.11.2018;115970;116040;115970;116000
07.11.2018;116000;116050;115980;116030
07.11.2018;116040;116040;115900;115910
07.11.2018;115900;115940;115780;115800
07.11.2018;115780;115840;115730;115810
07.11.2018;115820;115860;115790;115850
07.11.2018;115850;115920;115840;115900
07.11.2018;115910;115980;115910;115940
07.11.2018;115930;116000;115900;116000
07.11.2018;116010;116050;115920;115930
07.11.2018;115920;115990;115920;115930
07.11.2018;115930;115980;115920;115970
07.11.2018;115970;116000;115960;115990
07.11.2018;115990;116000;115960;115970
07.11.2018;115960;115960;115890;115920
07.11.2018;115930;116000;115920;115970
07.11.2018;115980;116010;115870;115880
07.11.2018;115880;115890;115810;115850
07.11.2018;115850;115860;115770;115800
07.11.2018;115810;115840;115770;115810
07.11.2018;115820;115830;115760;115830
07.11.2018;115830;115870;115810;115830
07.11.2018;115810;115830;115780;115830
07.11.2018;115830;115880;115820;115880
07.11.2018;115880;115880;115830;115850
07.11.2018;115850;115870;115830;115840
07.11.2018;115840;115850;115830;115830
07.11.2018;115830;115860;115810;115860
07.11.2018;115860;115930;115840;115900
07.11.2018;115900;115980;115840;115880
07.11.2018;115880;115880;115780;115800
07.11.2018;115790;115820;115740;115800
07.11.2018;115790;115880;115790;115860
07.11.2018;115860;115940;115860;115910
