even_week,day_id,day_name,schedule
False,0,Понедельник,"[{'start_time': '11:40', 'end_time': '13:10', 'subject': 'Иностранный язык', 'teacher': 'Батько Светлана Юрьевна', 'classroom': 'Ауд. 3213, ул.Ломоносова, д.9, лит. Е'}, {'start_time': '13:30', 'end_time': '15:00', 'subject': 'Иностранный язык', 'teacher': 'Батько Светлана Юрьевна', 'classroom': 'Ауд. 3213, ул.Ломоносова, д.9, лит. Е'}]"
